0.672822978,0.406780647,0
0.699047421,0.391182696,0
0.724591958,0.374357533,0
0.749334598,0.35625497,0
0.773152928,0.336820017,0
0.79592488,0.315989225,0
0.817528687,0.293684928,0
0.837797754,0.2698211,0
0.856568853,0.244279417,0
0.873699102,0.216876235,0
0.889048201,0.187314438,0.059713826
0.902479758,0.155063312,0.107684504
0.913862684,0.119035163,0.147057519
0.92307265,0.076409924,0.183147831
0.929993576,0.01835146,0.217752975
0.934519134,0,0.25166477
0.936554214,0,0.285252823
0.936016343,0,0.318667922
0.932837003,0,0.351931007
0.926962832,0,0.384978814
0.91835666,0,0.417690429
0.906998356,0.026272628,0.449904448
0.892885454,0.083456682,0.481431095
0.876033536,0.125772882,0.512061418
0.856476337,0.162086841,0.541574672
0.834265546,0.194854396,0.5697445
0.809470278,0.225045207,0.59634427
0.782176188,0.253130533,0.621151751
0.752484177,0.279368368,0.643953271
0.720508638,0.303912375,0.66454742
0.68637517,0.32686119,0.682748334
0.650217629,0.348283462,0.698388589
0.612174326,0.368231661,0.711321703
0.572383052,0.386750148,0.721424265
0.530974381,0.403880051,0.728597669
0.488062283,0.419662254,0.732769461
0.443730201,0.434139184,0.73389429
0.398008975,0.447355795,0.731954458
0.350838767,0.459359991,0.726960062
0.301996401,0.470202636,0.718948732
0.250937539,0.479937246,0.707984958
0.196386315,0.488619456,0.694159
0.134909511,0.496306302,0.677585393
0.051326374,0.503055378,0.658401031
0,0.508923901,0.636762825
0,0.513967742,0.612844937
0,0.518240435,0.586835542
0,0.521792227,0.558933089
0,0.524669178,0.529341984
0,0.526912359,0.498267565
0,0.528557155,0.465910144
0,0.529632715,0.432457752
0.052812283,0.530161533,0.398076914
0.112488536,0.530159197,0.362900248
0.155771919,0.529634282,0.327008573
0.192511515,0.528588394,0.290402768
0.225635521,0.527016351,0.252954811
0.25651792,0.524906481,0.214311643
0.285955656,0.522241022,0.173674831
0.3144684,0.518996605,0.129169587
0.342416294,0.515144793,0.075153192
0.370054154,0.510652664,0
0.39755984,0.505483413,0
0.425051053,0.499596966,0
0.452596584,0.492950575,0
0.480224692,0.485499407,0
0.507929868,0.477197092,0
0.535710195,0.4679931,0
0.563532976,0.457835945,0
0.591275603,0.446681182,0
0.618817533,0.434483942,0
0.646039695,0.421198972,0
0.672822978,0.406780647,0